name,stars,title,review
Kathamrita Ghosh,5.0 out of 5 stars,Super Hot Machine,"Amazing form factor and M1 rocks, blazing fast with no heating issues. Battery life feels revolutionised."
Aman shrivastav,5.0 out of 5 stars,Very nice product,Very fabulous Macbook Air m1
Mradul Dwivedi,5.0 out of 5 stars,Wow product,Just wow. But battery life seems to be lower than projected in adds.
Manish Kumar,3.0 out of 5 stars,Speaker is not up to Mark,All thing is fine expect speakers!
Revanth,5.0 out of 5 stars,Battery life & Snappy performance,Remains cold even after extensive usage
Placeholder,5.0 out of 5 stars,Value for money,Beast!!!!!!
Raghavendra,5.0 out of 5 stars,Best laptop,Best product everAmazon imported and directly delivered to me
Deepak Bhardwaj,1.0 out of 5 stars,Charger stoped working on a year..,There is no damage.. still charger just decided one day to stop working
dilip,1.0 out of 5 stars,Regrets after buying Macbook laptop,"I had heard a lot of praise about Apple's product, so I also bought Mac book for 84000, I could buy 3 laptops from the market for such a price.But within 3 months it was found that some of its keys are not working. Now I have go to its service center and see that they will replace the parts for free or I will have to pay 30000 to 35000 for just a keyboard replacement.Suggestion: Avoid purchasing MacBook. Don't buy white elephant. It is very expensive to maintain."
Sandeep,5.0 out of 5 stars,Powerful machine..,No need to say anything as this is Apple macbook air powered by M1.
Ankit,5.0 out of 5 stars,Great,Better than expected
Divyanshu,5.0 out of 5 stars,Go for it blindly,"Just buy it , altogether on different level . its a beast ."
Aswin,5.0 out of 5 stars,VFM,Best value for money..
Sanjay Sikdar,5.0 out of 5 stars,Overall Great! Go for it!,Performance / Battery is Great!
Tuhendu Das,5.0 out of 5 stars,Compact beast!,"No complaints, looks more compact than 2017 model."
himani saggar,5.0 out of 5 stars,Most beautiful laptop,My first most light weight laptop I ever used
Suresh,5.0 out of 5 stars,Yes.,The best laptop as of date.
Ujjwal,5.0 out of 5 stars,This laptop is a beast with beauty,Best in class laptop no hanging issues
Yogesh Dabas,5.0 out of 5 stars,Value for money,Amazing macbook. I loved it.
rinku,5.0 out of 5 stars,Great,Best product i even use in my life.
Kay,5.0 out of 5 stars,Massive upgrade from previous Model,Amazing battery life and great performance
Ashish,5.0 out of 5 stars,Best laptop you can buy under 100k,Fast and silent. Far exceeds performance of i7 of comparable windows laptops and obliterate battery life stats. Highly recommended.
RAGHAV R KHUNT,5.0 out of 5 stars,Speed awesome,Very good in speed ..Value for money
shashikant s.,5.0 out of 5 stars,Love this product,
Rakesh,5.0 out of 5 stars,Powerful machine,"Performance,Build quality is top notch...😍"
jagan,5.0 out of 5 stars,Perfomance,No Woards It's Perfomance Is Like A Beast
Riyaz Ahmed,5.0 out of 5 stars,The most sleek machine!,"It's very good in durability and best in class performance. For personal usage, it's the best affordable machine from Apple lineup of MacBooks."
Shashwat Dixit,5.0 out of 5 stars,Beast Machine,Awesome laptopMatelic built quality is superb
sonam lzawa,4.0 out of 5 stars,Nearly perfect,Perfect
Sagnik,5.0 out of 5 stars,Awesome value for money!,It's speed is just of next level!
Navnath,1.0 out of 5 stars,Don't buy from here,Dont buy from here i am getting lot of issue like unexpected shutdown battery issue please don't buy from here
Vishal yadav,5.0 out of 5 stars,Best laptop under 1lakh 20k,Great laptop with great battery and obviously M1 chip is best
Chinmoy Roy,5.0 out of 5 stars,World Best Product- Apple,This is awesome item.
Rahul Yadav,5.0 out of 5 stars,super fast,"super fast , battery life is very good."
Naveen Poluru,5.0 out of 5 stars,A Nice one absolutely,The media could not be loaded.
Murlimohan Bura,5.0 out of 5 stars,The best laptop for Business,"The best laptop 💻 for Office and professional work.Touch, screen, clarity, sound, performance all are outstanding.Thanks Apple 🍎"
chittaranjan,5.0 out of 5 stars,Better to choose,The best laptop i used ever with great M1 chip speed.
Amazon Customer,1.0 out of 5 stars,Keyboard and trackpad not working within 10 days,"I haven’t had such horrible experience with any of my previous laptops as I am having with this one. The keyboard and trackpad stopped working within 10 days. Amazon wouldn’t replace it since it’s outside their 7 days replacement policy. And Apple won’t replace it since only part replacement is possible under the warranty. Took it to service centre. They didn’t find the problem and simply formatted the laptop and it was working. Although, after 2 days same problem was happening. Called apple support and they asked to format again. On formatting, it is working currently but who knows when I have to format again."
Amazon Customer,3.0 out of 5 stars,Poor camera for Zoom or Videos call,Camera quality is too cheap for an Apple computer. I have been using MacBook air since 2014 and this is the worse camera laptop than it's predecessors.
Chetan,1.0 out of 5 stars,"Poor experience with product replacement, defective product delivered","Apple products are unquestionably the best. But, discounts offered can land you with a defective product. I had heard this from retail stores, but, also experienced it. This Rose Gold macbook Air M1 turned out to have current discharge from the body on using it while being plugged to power.Amazon sent someone to verify the problem. Over it was done, there were at least 7-10 calls that i had to do to follow up on replacement. They never replaced it. Instead they finally at the end of one month of follow ups, forced a refund.Overall, it was a distasteful experience."
yoga with suu,5.0 out of 5 stars,Amazing functionality,Love it.
shelley lamare,5.0 out of 5 stars,Satisfied!!,Love the product! Wasn’t disappointed
Deepak Paleewal,5.0 out of 5 stars,Amazing performance no doubt....,
Gowtham,5.0 out of 5 stars,Little beast,Great laptop. Just go for it.
Nandan,5.0 out of 5 stars,"Ease of use, battery life and apple promise carry the day- no doubt the best gold I ever bought!",
Rakshita,5.0 out of 5 stars,Loving it,"Grt life , value for money"
Sharad Surana,4.0 out of 5 stars,Nice product,Best
Swapan kumar,5.0 out of 5 stars,Amazing Apple product,"Smooth Ness monster, expected little bit lighter"
Siddhesh Mhatre,5.0 out of 5 stars,Must buy for all type of laptop users.,"Great battery life, beautiful design and amazing performance."
Ankit Kumar,1.0 out of 5 stars,It's my 20th day and it's display isn't working,"The media could not be loaded.  It's my 20th simce I've purchased this product amd it's display isn't working i took care of this carefully never dropped nor a scratch on screen also display issues started while 8 was using it It's Display is worse I've ever seen , I'm speechless out of frustration wasted money ,also there's no warranty for display what should i do now it costed me 84000 and now display will cost 30000 more never go for it guys"
vinit jaiswal,5.0 out of 5 stars,Powerful,Best innvoation of apple
Krishnamurthy D,5.0 out of 5 stars,No,Everything Good
Sharanya Paniker,5.0 out of 5 stars,Wonderful,Wonderful laptop.. Easy to carry and I love it..Battery backup is awesome and crystal clear display. Worth the money.
ankit mahajan,5.0 out of 5 stars,The M1 MacAir- The macbook we deserve,Without a doubt one of the most powerful devices out there.
Anuradha yaduvanshi,5.0 out of 5 stars,I’m using this from last one month and I’m really loving this M1 chip experience!,The media could not be loaded.
Amazon Customer,1.0 out of 5 stars,Depressive (Update) *** Wrong Serial Number on warranty slip *** BE Aware,*** Be aware if you want mental peace don't buy any costly product online ****You will regret if there is some problem with the purchase have to do lot of followup .Just an update after 3 days of use :Found that the serial number on the pay slip is not matching with the serial number on the device and box. Called Amazon customer care and in talk with them they offered me the replacement will update next update .Update:They are ready to correct the serial number which they were not earlier. I will keep on updating this post.Update 10 days no body is caring about what a customer is going through still my serial number issue is not corrected .
Rahil Parikh,5.0 out of 5 stars,Beast in a 13 inch screen,"Beast, m1 is just brilliant"
narthanan,5.0 out of 5 stars,"Apple macbook , the evergreen winner",This is pure elegance
Diwakar Kumawat,5.0 out of 5 stars,Performance,Amazing product 🤩🤩
saprativ,5.0 out of 5 stars,Amazing Macbook Air,Absolute Beauty
DM,5.0 out of 5 stars,Apple At Their Best,"Love the notebook, Simply awesome"
Nehaa Rawat,5.0 out of 5 stars,I loveeeee macbook,I love my macbook
Anil Kumar srivastava,5.0 out of 5 stars,Great product,Very good product
Marcel96,5.0 out of 5 stars,awesome,Small chili
Sushma Singh,5.0 out of 5 stars,Good quality,I like it
Rajesh J.,5.0 out of 5 stars,Worth the bucks,Good battery life
Tushar sharma,5.0 out of 5 stars,MacBook 😍,Best one
Puthal thapo,5.0 out of 5 stars,Worth it,Love it m1 is just awesome
Anandita,5.0 out of 5 stars,Sexy piece 🥰🥰🥰,😊
MP,5.0 out of 5 stars,Excellent,Love it
Rahul kumar,5.0 out of 5 stars,Must purchase,Awesome 👨‍💻
Pritishkd86,5.0 out of 5 stars,Love at first sight!,Best laptop ever owned!
Venkatesh Chappidi,1.0 out of 5 stars,Worst product,Please don't prefer this item
Arpit Goyal,5.0 out of 5 stars,Very good product,Just loving it
Ritesh Seervi,5.0 out of 5 stars,All good features  except only price😀,The media could not be loaded.
sanjay,4.0 out of 5 stars,Overall good but after few days it's start heating,The media could not be loaded.  Overall very good but it's started heating now.
Md Ayaz Ahmed,5.0 out of 5 stars,Good,Good
Canopus Infosystems Pvt Ltd,3.0 out of 5 stars,Good product,Good product
bhavin chauhan,5.0 out of 5 stars,Laptop running must more faster.,For software development
Srijan Das,5.0 out of 5 stars,Dope AF!!,Freakin' awesome !!
Madhurendra Kumar,5.0 out of 5 stars,Madhurendra,Very good laptop.
Santosh Barnwal,5.0 out of 5 stars,Good product,Very happy with purchase
Himanshu prakash modanwal,5.0 out of 5 stars,Value For money ❤️ Love Apple all Products 💜,The media could not be loaded.  Value for money
jaimin,5.0 out of 5 stars,Amazing battery life,Amazing battery life
Sreehari,5.0 out of 5 stars,❤️❤️❤️,Great Product 🔥🔥🔥M1 is really good.
SHIVAM MANI,5.0 out of 5 stars,Worth,Best
S c bhatt,2.0 out of 5 stars,About packaging,All are good.the bag must be there
Ojas Shrivastava,5.0 out of 5 stars,It’s awesome,The media could not be loaded.  Awesome packaging worth it
Amrinder singh,5.0 out of 5 stars,Good product,Awesome product well done Amazon for successful delivery...
Prakash Choudhary,5.0 out of 5 stars,Best Laptop By Apple,nice
Nomadic,3.0 out of 5 stars,Don't Buy Apple Products from Amazon,"Ordered the M1 Air on 5th August and got it delivered on the 7th. Then on 18th noticed a black/grey spot on the display... quick google search revealed this as a dead pixel and quite common with M1 Macs. So I called up Apple and they offered me two options, either a new replacement Mac or full refund since mine is still under 14 days. As soon as I revealed that I purchased from Amazon, the Apple sales team said sorry they can't help me since Amazon is not Apple authorised seller.I'm never buying another Apple product from Amazon again. If you want the full Apple experience like seamless replacement, refund or after sales then you need to buy it from Apple or from any of its authorised sellers. I made a costly mistake hope others will not after reading this message."
vimlesh,1.0 out of 5 stars,Charging issue,The media could not be loaded.  The charging cable is not working just after few uses.. kindly change the cable and the adapter..It does not charge at all.Replace itAnd it is not charging at all. When connected through other chargers
Yournxt Technologies LLP,2.0 out of 5 stars,Charging Issue,Got charging issue within 4 months of purchase. Suddenly stopped charging at all. Same Issue I had with old Macbook Air I5 Model.
Chhayank Sharma,4.0 out of 5 stars,Amazing,"Amazing Product(includes screen quality,for gaming ,best for show off🤣go for it!!!!!☺️ O p p r o d u c t"
Anupam Saha,1.0 out of 5 stars,Diffective macbook delivered in exchange of a working laptop.,"The media could not be loaded.  I got a diffective product with body bas problems. The laptop does not even sits properly on a surface, it's one side down, so frustrating. Honest suggestions to everyone, at least do not buy apple products from Amazon India, they just are selling diffective products - body defects, used products and even with system glitches. The best place to buy genuine and new apple products is at Apple India website."
Amazon Customer,2.0 out of 5 stars,Terrible Screen,"Display is ultra-shiny & reflective, causes much eyestrain. Onscreen print is not black but grey - & can't change it - even harder to see. Wonderfully fast and lots of features but I'm sorry I bought this machine, it's not User Friendly, unlike my old Mac 2013."
Srinivas,5.0 out of 5 stars,Processor,Fabulous performance
Dr Vignesh,1.0 out of 5 stars,Worst product ever,"Worst experience ever , first of all they sold me a bad product with display issues and now they is no proper response to replace or refund the lap and I have been trying to do this from last one week . I have been calling Amazon customer care from past 5 days . Worst worst experience ever"
Amazon Customer,1.0 out of 5 stars,Extremely poor,"Extremely inferior performance. Display got multiple tiny spots within 2 months of purchase. And now within 8 months of purchase, the charger stopped working. Not sure if it's a problem with the device or the seller. Or is it an issue with online platforms where we simply should not trust to buy expensive devices!! Really lost confidence after this experience."
RK,1.0 out of 5 stars,Giving shocks while charging,"Since the Macbook adapter is having only 2 pins, I am facing earthing issues and the laptop is giving shocks while charging. This is a very expensive laptop and Apple must provide a free 3 pin adapter to avoid earthing issues."
Avneesh,1.0 out of 5 stars,Motherboard failed after 1 year 2 months,"My laptops motherboard failed after 1 year 2 months. Guess what, they have only warranty for 1 year.Now, they are asking 38,000 for replacing the motherboard. Don't forget to buy Apple care. It will extend your warranty or be ready for the worst."
Amazon Customer,1.0 out of 5 stars,Average Product,Got it for 63.6K after exchange of a Dell I3 laptop and ICICI card offer. At that price it is a decent machine but no point in buying it for 90K. At that price range any laptop comes with many many loaded features. Amazon has increased the base price from 83.9 to 90.0 as well. Now you may get the machine cheaper on Apple Official Website with better service delivery.
Dhruba Karmakar,1.0 out of 5 stars,Defective product,Gives an electric shock when put on charge.
Luci,1.0 out of 5 stars,Small dotted black spot on screen,"Black spot appears after 1week so can't return as time exceeds by one day, so only option is to get it replaced under warranty."
Ammar Ghadiali,1.0 out of 5 stars,Screen cracking issue,This particular model has a flaw in its screen and cracks on the slightest touch outside of normal. Check online discussion forums for more details.
SShekhar P.,2.0 out of 5 stars,Dead laptop,In a span of 3 months....my laptop is dead.Hope apple service is good
vishnu s menon,1.0 out of 5 stars,Damaged Product,"Don't buy from this seller , I received a defective piece and they are not willing to replace it either... The function key seems to be short circuited and the keyboard is misbehaving like hell... what's the point of carrying an external keyboard after spending so much for this ...It's like stealing our hard earned money !!!"
Rahul kumar,1.0 out of 5 stars,Physical damage,"There is a strange sound coming from laptop when we try to oprn or close it, I can see physical damage of the product. Hence retuned in 10 days. Waiting for refund from amazon from 5th march 2022. I didnot receive the amount till 11th march 2022"
sandeep saraf,1.0 out of 5 stars,Defective product from amazon.,The customer service plays blame gameDon't ever think to buy costly products from the amazon websiteMy laptop is under window period of replacement still customer service is not handling the problemsincerely.Overall my experience was too bad.I just wasted my 78000 rs buying laptop from them.
Neeraj,4.0 out of 5 stars,Good but quite bulky and cumbersome,"Great laptop, great performance. However very heavy. It is much bigger than it looks in pictures. Moving around is not convenient. Used a 13"" before which was very light. I would go with same specs on 14""."
Debashish Barua,1.0 out of 5 stars,Serial Number dispute,i have ordered the product and the serial number on invoice is different than that of the macbook pro received
Jibin,1.0 out of 5 stars,Poor quality,"I am not sure, if the seller is selling poor quality apple products, the screen started developing grey spots. This is not at all acceptable for a macbook which is less than an year old."
Amazon Customer,1.0 out of 5 stars,Seller send me defected piece.,My laptop balance is off. It's shakes up and down like a table when unbalanced. It's annoying.My return period is gone. Stuck with this. 1 in million and it was my luck to get it from this seller.
Thirumal,1.0 out of 5 stars,"Within 2 months, the laptop is not charging","Within 2 months, the laptop is not charging."
Arnab,1.0 out of 5 stars,When you spend too much money advertising rather than testing the product.,"Looks and worked great for the 1st year. But just after 1yr 3months one day it suddenly stoped working. Took it to the service center said the logic board is not working and would cost Rs42000 to replace the logic board. No way of fixing it. Also the ssd in integrated into the logic board so all of the data would also be lost.After spending almost a lac to buy the product and in just about a years time if the logic board stops working with no fault of the user, you cannot expect the customer to bear the cost for inadequate product & testing. And you dont get any parts outside.I am now horrified to buy any apple product ever. Shifting to Windows/Android"
SHIVAM VERMA,1.0 out of 5 stars,Became dead after one week,Became dead after one week of proper functioning. Need to be taken to customer care and they took more than 20dayz to fix the issue.Such a horrible exp even after emptying the pocket.
ram prabhat kumar,1.0 out of 5 stars,"Apple is worst laptop to work with normal use, since no app or software can be installed freely",Highly dislike with product
Amazon Customer,1.0 out of 5 stars,right shift key is not working from month of july 21,right shift key is not working from the month of July 21. I suggest buying from store instead of amazon as we know whom to approach in such scenarios
Gaurav Gupta ,1.0 out of 5 stars,Very uncomfortable to have it,"I m very annoyed to have it, very tough to open this laptop as in it's opening jacks are jamed. Please do the needful"
Pranav,5.0 out of 5 stars,Really worth it,"I bought this macbook offline from a store , its been an year and no issues till now, still wirks as day one and the new os updates have added more features to it especially integrating it with the apple ecosystem, am quite surprised that the price went up by 10k within a year even after the m2 launched, if you cant get it for 75k then it’s worth it else get the m2"
Sushil maan,1.0 out of 5 stars,Keyboard stopped working,After 3 months of purchase keyboard stopped working now i am not able to login such product is not expected from Apple
Sahil Sharma,1.0 out of 5 stars,Pathetic support service,"Received a defective product, and all thanks to Amazon for not getting my refund even after 10 days."
vijayendar reddy chada,4.0 out of 5 stars,Must buy product,Done a good job till now no issues with the product and best laptop on the market must look about it
Amazon Customer,1.0 out of 5 stars,Damage screen,I recieved a damage screen product
SIMON WIDEANGLE,1.0 out of 5 stars,Am not satisfied compaird to my macbook air intel,Only it have 2 c port...... Very disappointed 😭😭😭
Customer,4.0 out of 5 stars,Good product,Good product ... Must buy. Camera is good .. screen is good. Smooth running laptop. Best for gaming also .
Texas Mom,1.0 out of 5 stars,MacBook Imbalance on flat surface,The MacBook while being all that is advertised to be is imbalanced when kept on a flat surface. This is not a nice feel for a premium device like MacBook.
SRIPADHI seetharathnam,5.0 out of 5 stars,Thanks to sending laptop safely to my home,very Good quality thanks to sent safely my home but my old mac was very big this mac was very small no problems there again say Amazon thank you
Abhishek Muthyam,1.0 out of 5 stars,Earthing and overheating charger issues,Charger heating issues and you will earthing issues in laptop.We need to buy separate adapter charger to overcome earthing.
Dr Shailendra Kumar Awasthi,1.0 out of 5 stars,camera is not good.,camera is not good.
Rakesh Protihar,1.0 out of 5 stars,stop working after 2 weeks,Macbook suddenly stopped working after 2 weeks. It is not turning on.
Ronit Ghosh,1.0 out of 5 stars,System hangs and its irritating,The media could not be loaded.
Shashi,3.0 out of 5 stars,Heating issue on sift dev,Its good to go for basic use but not for coding or programming because it's heating like hell..after 7 hours server running it got heated which you wont like at all..
Anonymous ,5.0 out of 5 stars,Display,Everything is good especially the processing and battery . Delivery was quick. And package was also greatly maintainy thanks amazon
BAIJU JOSEPH,1.0 out of 5 stars,Awful,Awful. Damaged product. Not value for money.
UnrealUnity,5.0 out of 5 stars,Bought with an excellent discount from Amazon,"I purchased this laptop in April for Rs. 2,07,000 after Amazon discount and bank offers. It's a steal for that price. Laptop is Amazing. Battery backup is very good. Screen quality is excellent too. Great sound quality. Don't think twice, go for it if you have budget. I preferred 16 inch because most of the time I spend on programming and extra screen is always good for me. You can also get 14 inch, you will get almost the same experience except the screen size. Thanks."
ARMAAN,5.0 out of 5 stars,This Thing Is Insane,"1-See To Be Honest This Thing Is Not At All for gaming stuff I Have Tried Csgo,Rise of tomb raider Everything Works Really Smooth But Also It Has No Fans There Is Overheating Issue Sometimes And That can Harm your Laptop And Also Not good if you are planning to use it for long time2-I Use it for my basic Tasks Like Browsing,Studies No Such Complicated Work3-This Thing Has Such A Good Passive Cooling System That It Never Heats Up That Easily Unless you are Playing Some Game.4-Atlast Would RecommendI Know M2 Has Launched But Still that thing cost 1.2 Lakhs That's InsaneIf you are On A Budget Then Go For M1More than enough for basic editing,Daily work etc"
Piyush Rajawat,1.0 out of 5 stars,very late delivery even i m prime member,I will not renew my prime membership
dr biswajit bhuiya,1.0 out of 5 stars,I can't understand how it becomes out of order with in 3 months ? Display is becoming black.,For doing study only.
Dolly M Hauzel,3.0 out of 5 stars,was really disappointed,1.Firstly battery is good2. the system works well for 3 months and the charger works for 1 month have to buy new charger which was quite expensive3. repairing of the system wass crazyy since the motherboard requires replacementps _will never buy mac again requires alot of money which i cant since i am now broke because of the after care service
lucky kumar,1.0 out of 5 stars,Item is missing,Item is missing
Rajveer S.,4.0 out of 5 stars,Everything is superb except camera,"Everything is superb, like sound trackpad keypad, except the camera,Camera quality is like 2010 mobile phone.You have to buy a webcam if you wants to use it for business meetings."
anirudhmpai,3.0 out of 5 stars,Too expensive for Indian market,"This Laptop is just for a specific audience, for the majority of users this is just an overpriced laptop.Upvote if you are gonna buy it 😄."
Amazon Customer,5.0 out of 5 stars,Though cost compare to apple site,I am checked the apple 16 fb variant is 1 lakh bit hear 8 fb ram variant is 1.05 lakh
Sonam Dhondup,5.0 out of 5 stars,The best laptop ever in whole universe. A must buy product if you have budget.,"This is the bab of all laptops. Don't buy Chinese laptop. Buy Apple, Be Apple, Do Apple. Team Apple. This is truly the genius among all the laptops we find in universe."
prem mannava,2.0 out of 5 stars,Don't buy this piece of crap if you kdon't want to end in bluetooth problems,"AVOID BUYING THIS PIECE OF JUNK. Bought it 6 months ago and still facing bluetooth issues. It only connects easily with airpods. In case if you have to connect any other bluetooth audio device it will be a nightmare. Turn on/off your mac, reset your bluetooth device still it doesnot work. Sometimes it connect to the bluetooth device but still uses mac audio. Feeling bad that I have spent money on this. Any low config windows laptop would have done the job smoothly."
Jaimin Shah,3.0 out of 5 stars,Not worth,"Not worthy. Can’t handle day to day work smoothly. Even running WhatsApp eats up more than 1 gb ram and system slows down.Battery backup, display and sound quality superb."
Kiranisht,5.0 out of 5 stars,Absolute superb sound Quality,"Writing from the product itselfSOund quality when you are sitting in right front is exceptional. (Believe me, it is exceptional)You do not need headphones to understand surround sound.Doesnt matter how many tabs you open, the system supports you.The little machine is powerful and more powerful than most of us would like it to be.If you can afford please go for it."
Bhaskar Ganguly,5.0 out of 5 stars,Buy it for quality.,"I have been using MSI, HP laptop and a desktop. This is my first apple product.I am amused by this.Touch and feel and build quality : You wont experience such quality at this price range. It's beautiful.Battery life and no noise is commendable.I have compared this base model with i5 11th gen/i7 9th gen/ryzen 5 and 7. I could not find any other processor with same benchmark score(not even close).You would love this product."
Jeet,4.0 out of 5 stars,Really great but there are some cons,"Doesn't get warm at all, even while charging and using simultaneously. I will review heating again during summer months.My printer doesn't work with this mac. Thinking of getting an airprint enabled printer.TYPE C MULTIPORT HUBS WILL CAUSE INTERFERENCE WITH WIFI, ONLY BUY APPLE BRANDED HUB. I have an aukey hub which I bought from Apple store, and it causes wifi interference when using one of its usb 3.0 type a port, other ports don't cause problems.Coming from a windows laptop, this laptop is amazing, especially battery life and performance.8gb does get used up while using multiple apps, but you won't feel it because of swap memory used.Display is great, amoled would have been better."
Vikram Soni,4.0 out of 5 stars,Excellent Product - Genuine Review,"Excellent product which has more power. Battery life and performance is great for me, I run 6-7 applications at a time (Full Stack Developer). Combination of 256Gb and 8Gb is enough for me. I'm using this machine since last 6 months, and it is working great (I've purchased from Apple Store, and got 18% GST benefits + 3000 Free accessories + 6000 HDFC CC discount). It was a great deal for me.Cons for me:- Camera is just 720p, and it sucks after paying a good amount for this machine.- It has 13inch screen, so you need an additional pay for monitor.- Expensive accessories like Mouse, keyboard, USB Hub etc.. We need around 50,000 more to buy these."
Tirumalesh,5.0 out of 5 stars,The Best laptop in this price range,It's absolute beast machine in this price range and when compared to other Laptop's ...................1. For students it's the best machine after buying they won't regret when compared with windows laptop2. For programmers it's the best3. For video editors it's the best but go for custom product4. For gamers please avoid5. For home purpose it's very good choice6. M1 chip will blow your mind (speed)***After buying MacBook i recommend to buy apple care + for feature service because repair (replacement ) costs are very high so you want to buy apple care+ for safety of your MacBook
Amazon Customer,5.0 out of 5 stars,This needs no introduction. It's an Apple.,Each and everything is perfect for a non-gaming person. It is not at all meant for gaming. It's very slim and light weight(~1.2kgs). Go for it. Highly recommended for all those macOS lovers.
Kindle Customer,4.0 out of 5 stars,Very expensive in india,I bought this is dubai 16gb ram version for 80k…which is a steal deal for the price. Dont buy in india…unless u have a lot of money…
Pjharii,4.0 out of 5 stars,Premium but headaches with display,Everything is premium. But don’t but if you are sensitive to headaches and eye strain. Personally I’m sensitive to leds(pwm flickering) Else you will lose money and as well health. Just want to share me experience and awareness. Happy if at least one was helped. Also i didn’t like the fact there are no apps for Netflix and amazon prime even after more than 6 months of release.
Mukul,5.0 out of 5 stars,Best After Sales Support,There was defect in laptop. I just made a call and technician visited my home. And return was initiated. this kind of customer support isn't provided by anyone in India. The way customer executives talk is mesmerizing. Really love the services. 5 star to amazon customer service.
Kumaran ,5.0 out of 5 stars,best product,Excellent product very smooth to handle and work. Speed of the mac is unbelievable. Undoubtedly a best product. Go for it!
Bitopan B.,5.0 out of 5 stars,Good,Good apple product. Bt return option should be there as it would be helpful. But apple services should also work on this.
Vinod,4.0 out of 5 stars,The best standalone laptop.,"Top notch. 2 day battery life for medium use. Performance is great. So good that it stays cool to the touch even after an hour of continual use. Apple quality: the CNC Aluminum body is just perfection, with no sharp edges. The palm rest is rigid, supportive, and out of range of the hot components, meaning, it’s cool to the touch. Always. Now, the reason only 4 stars awarded to this amazing machine. The absolute garbage external monitor experience. Trust me. It’s bad. Though the output resolution is the promised 4K at 60hz, the font is rubbish, and the apps and windows are badly pixelated.Verdict: The best laptop to buy in 2020-21, if you aren’t planning on connecting it to an external display.If you liked this content, check out braintrooper.info"
Ayush Jaiswal,5.0 out of 5 stars,Decent and worth,I love macbook it is worth product and amazon is also much trusted thank you so much apple and amazon for it
Hasan,5.0 out of 5 stars,Good lap,"It is very expensive but It very nice lap and amazing one. nice display, nice body and very nice keybord"
Vijay,3.0 out of 5 stars,Not for Developers.,"This is a laptop having ram 8GB, non expandable. So you are stuck with slow laptop for your whole life.Buy a laptop where you can expand upto atleast 16GB ram."
shravan,5.0 out of 5 stars,The Best Laptop that Ever Existed,"Everything is great about this laptop.Screen,Battery,Design and Performance.Windows laptop maybe cheaper but this laptop is like a great investment considering the performance and it will easily last for at least 5 years and even more unlike windows which become useless after 1 or 2 years"
Anvit,4.0 out of 5 stars,Value for money,Best laptop at to this price only flaw is the camera quality apart from that it is the best .
Kartik Arora,5.0 out of 5 stars,Made me shift from windows to Mac os,"Now I don't have to worry about installing drivers, getting genuine office package, antivirus, windows updates, etc. It's all sorted with Mac OS. Touch pad especially is really smooth.Pros -Light weightSuper slimAmazing displayNever lagged for me even when I played 4k video on it along with other apps in backgroundBattery is jumboCons -Only usb C ports, so you have to get a usb converter to get the job done"
vijay gurjar,4.0 out of 5 stars,student discount,I purchased it from the online Apple Store with a student discount and got it in 83K and got free Airpods 2 worth 15K free.
mayank,5.0 out of 5 stars,Worth it.,Worth every penny.Got exceptional exchange on my 7 year old i5 lenovo.Everything is great so far.One of the best for developers.
Ursmeetkohli,5.0 out of 5 stars,Koi Gift Kardo,Koi Gift kardo i need for this macbook air i like this osm macbook air thanq anazon beautiful product ty
VK,5.0 out of 5 stars,Best laptop made ever,"Extremely light weight, great screen display, quick start, great battery life.Apple MacBook is the only laptop that you can keep in your lap for hours without being subjected to hot air. I consider that as biggest differentiator w.r.t windows laptops.Why anyone would want to spend 50-65K INR on a windows laptop (i5, SSD configuration) and suffer heating issues when Apple MacBook Air (M1 chip) is available for 85 K (considering HDFC card offers) ?"
Karthick,5.0 out of 5 stars,Must Buy!!!,"I bought it from Apple store and not from Amazon yet i wanted to share my experience as i have been using it for 3 months now. It is like stealth fighter jet. absolute power.Battery - Out of 3 months usage I have crossed only 5 power cycles that great it is on the battery side.Display - Just awesome!!! Full marks to itComputing - I used to run mini Kubernetes cluster and i used to mimic my production and yet it competes with my production speed.Sound - It is damn crystal clear, I have Onkyo Atmos AV at home yet i love listening to songs in this as it gives me immense pleasure.Looks - Slightly disappointed there as there are no changes made by Apple from their previous generation yet not a deal breaker.Guys, Just go for it you wont regret."
V_111,5.0 out of 5 stars,Very happy with its performance,"Go for this MacBook Air without a thought! I saw SO many reviews last year before buying this. There were such weird complaints that this heats up etc. and that is not true! I was deciding between this and MacBook Pro but bought this as only this was available during lockdown. Great decision and as I don’t need more advanced features. If you are not a gamer or video editor, then this should be the laptop of choice for you. I shifted from a Dell to this so adjusting to Mac OS took some time but I love it now and yeah my only issue is it’s too thin for my comfort. I have put a hard case on both sides to protect it and make it heavier. The speed, graphics, space all are top notch and I’m glad I didn’t buy a higher model. Five stars!"
